,state_x,year_x,distid_stateassigned_x,schoolid_stateassigned,distname_x,schoolname_x,ncesdistid_admin_x,ncesdistid_geo_x,census_id_x,ncesid_x,ncesenroll_x,gradespan_x,level_x,enroll_raw_DC_x,enrollmetric_x,pp_stloc_raw_DC_x,pp_fed_raw_DC_x,pp_total_raw_DC_x,pp_site_stloc_raw_DC_x,pp_site_fed_raw_DC_x,pp_site_raw_DC_x,pp_centshare_stloc_raw_DC_x,pp_centshare_fed_raw_DC_x,pp_centshare_raw_DC_x,schoolstloc_raw_DC_x,schoolfed_raw_DC_x,schooltot_raw_DC_x,pp_total_norm_NERDS_x,disttotwexclu_raw_DC_x,distexclu_raw_DC_x,schtype_raw_DC_x,ward_raw_DC_x,countenroll_x,noaudit_x,nositecen_x,adfinvars_x,distflex_x,flag_nerds_x,flag_f33_x,state_y,year_y,distid_stateassigned_y,distname_y,schoolname_y,ncesdistid_admin_y,ncesdistid_geo_y,census_id_y,ncesid_y,ncesenroll_y,gradespan_y,level_y,enroll_raw_DC_y,enrollmetric_y,pp_stloc_raw_DC_y,pp_fed_raw_DC_y,pp_total_raw_DC_y,pp_site_stloc_raw_DC_y,pp_site_fed_raw_DC_y,pp_site_raw_DC_y,pp_centshare_stloc_raw_DC_y,pp_centshare_fed_raw_DC_y,pp_centshare_raw_DC_y,schoolstloc_raw_DC_y,schoolfed_raw_DC_y,schooltot_raw_DC_y,pp_total_norm_NERDS_y,disttotwexclu_raw_DC_y,distexclu_raw_DC_y,schtype_raw_DC_y,ward_raw_DC_y,countenroll_y,noaudit_y,nositecen_y,adfinvars_y,distflex_y,flag_nerds_y,flag_f33_y
160,DC,2018-2019,144,159,Elsie Whitlow Stokes Community Freedom PCS,Elsie Whitlow Stokes Community Freedom PCS - Brookland,1100009.0,1100009.0,,110000900223.0,350.0,PK-05,2.0,350,October Count Day,14904,1578,16482,14459,105,14564,445,1474,1918,5216400,552300,5768679,,11550689,3300565,Charter,5,1,0,0,0,1,0,1,DC,2018-2019,144,Elsie Whitlow Stokes Community Freedom PCS,Elsie Whitlow Stokes Community Freedom PCS - Brookland,1100009.0,1100009.0,,110000900223.0,350.0,PK-05,2.0,350,October Count Day,14904,1578,16482,14459,105,14564,445,1474,1918,5216400,552300,5768679,,11550689,3300565,Charter,5,1,0,0,0,1,0,1
161,DC,2018-2019,144,1059,Elsie Whitlow Stokes Community Freedom PCS,Elsie Whitlow Stokes Community Freedom PCS - East End,1100009.0,1100009.0,,110000900520.0,134.0,PK-01,1.0,134,October Count Day,15834,2684,18518,12398,820,13219,3436,1864,5300,2121756,359656,2481445,,11550689,3300565,Charter,7,1,0,0,0,1,0,1,DC,2018-2019,144,Elsie Whitlow Stokes Community Freedom PCS,Elsie Whitlow Stokes Community Freedom PCS - East End,1100009.0,1100009.0,,110000900520.0,134.0,PK-01,1.0,134,October Count Day,15834,2684,18518,12398,820,13219,3436,1864,5300,2121756,359656,2481445,,11550689,3300565,Charter,7,1,0,0,0,1,0,1
162,DC,2018-2019,120,269,Friendship PCS,Friendship PCS - Armstrong Elementary,1100008.0,1100008.0,,110000800497.0,401.0,PK-03,2.0,401,October Count Day,16986,2938,19924,14446,2565,17011,2540,373,2913,6811386,1178138,7989575,21509.92255,91554222,12063385,Charter,5,1,0,0,0,1,0,0,DC,2018-2019,120,Friendship PCS,Friendship PCS - Armstrong Elementary,1100008.0,1100008.0,,110000800497.0,401.0,PK-03,2.0,401,October Count Day,16986,2938,19924,14446,2565,17011,2540,373,2913,6811386,1178138,7989575,21509.92255,91554222,12063385,Charter,5,1,0,0,0,1,0,0
163,DC,2018-2019,120,1140,Friendship PCS,Friendship PCS - Armstrong Middle,1100008.0,1100008.0,,110000800526.0,,04-08,3.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,1,0,0,0,1,1,0,DC,2018-2019,120,Friendship PCS,Friendship PCS - Armstrong Middle,1100008.0,1100008.0,,110000800526.0,,04-08,3.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,91554222,12063385,NRD,NRD,1,0,0,0,1,1,0
164,DC,2018-2019,120,361,Friendship PCS,Friendship PCS - Blow Pierce Elementary School,1100008.0,1100008.0,,110000800479.0,395.0,PK-03,2.0,395,October Count Day,14978,3116,18095,12495,2687,15182,2483,430,2913,5916310,1230820,7147480,19680.92255,91554222,12063385,Charter,7,1,0,0,0,1,0,0,DC,2018-2019,120,Friendship PCS,Friendship PCS - Blow Pierce Elementary School,1100008.0,1100008.0,,110000800479.0,395.0,PK-03,2.0,395,October Count Day,14978,3116,18095,12495,2687,15182,2483,430,2913,5916310,1230820,7147480,19680.92255,91554222,12063385,Charter,7,1,0,0,0,1,0,0
165,DC,2018-2019,120,362,Friendship PCS,Friendship PCS - Blow Pierce Middle School,1100008.0,1100008.0,,110000800478.0,249.0,04-08,3.0,249,October Count Day,15858,2237,18095,13253,1929,15182,2605,309,2913,3948642,557013,4505627,19680.92255,91554222,12063385,Charter,7,1,0,0,0,1,0,0,DC,2018-2019,120,Friendship PCS,Friendship PCS - Blow Pierce Middle School,1100008.0,1100008.0,,110000800478.0,249.0,04-08,3.0,249,October Count Day,15858,2237,18095,13253,1929,15182,2605,309,2913,3948642,557013,4505627,19680.92255,91554222,12063385,Charter,7,1,0,0,0,1,0,0
166,DC,2018-2019,120,363,Friendship PCS,Friendship PCS - Chamberlain Elementary School,1100008.0,1100008.0,,110000800480.0,368.0,PK-03,2.0,368,October Count Day,14634,3642,18276,12218,3144,15363,2415,498,2913,5385312,1340256,6725412,19861.92255,91554222,12063385,Charter,6,1,0,0,0,1,0,0,DC,2018-2019,120,Friendship PCS,Friendship PCS - Chamberlain Elementary School,1100008.0,1100008.0,,110000800480.0,368.0,PK-03,2.0,368,October Count Day,14634,3642,18276,12218,3144,15363,2415,498,2913,5385312,1340256,6725412,19861.92255,91554222,12063385,Charter,6,1,0,0,0,1,0,0
167,DC,2018-2019,120,364,Friendship PCS,Friendship PCS - Chamberlain Middle School,1100008.0,1100008.0,,110000800483.0,314.0,04-08,3.0,314,October Count Day,15765,2511,18276,13195,2167,15363,2570,343,2913,4950210,788454,5738531,19861.92255,91554222,12063385,Charter,6,1,0,0,0,1,0,0,DC,2018-2019,120,Friendship PCS,Friendship PCS - Chamberlain Middle School,1100008.0,1100008.0,,110000800483.0,314.0,04-08,3.0,314,October Count Day,15765,2511,18276,13195,2167,15363,2570,343,2913,4950210,788454,5738531,19861.92255,91554222,12063385,Charter,6,1,0,0,0,1,0,0
168,DC,2018-2019,120,186,Friendship PCS,Friendship PCS - Collegiate Academy,1100008.0,1100008.0,,110000800338.0,553.0,09-12,4.0,553,October Count Day,20353,3156,23509,17786,2810,20596,2567,346,2913,11255209,1745268,13000304,25094.92255,91554222,12063385,Charter,7,1,0,0,0,1,0,0,DC,2018-2019,120,Friendship PCS,Friendship PCS - Collegiate Academy,1100008.0,1100008.0,,110000800338.0,553.0,09-12,4.0,553,October Count Day,20353,3156,23509,17786,2810,20596,2567,346,2913,11255209,1745268,13000304,25094.92255,91554222,12063385,Charter,7,1,0,0,0,1,0,0
169,DC,2018-2019,120,1083,Friendship PCS,Friendship PCS - Ideal Elementary,1100008.0,1100008.0,,110000800530.0,,PK-03,2.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,1,0,0,0,1,1,0,DC,2018-2019,120,Friendship PCS,Friendship PCS - Ideal Elementary,1100008.0,1100008.0,,110000800530.0,,PK-03,2.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,91554222,12063385,NRD,NRD,1,0,0,0,1,1,0
170,DC,2018-2019,120,1084,Friendship PCS,Friendship PCS - Ideal MS,1100008.0,1100008.0,,110000800528.0,,04-08,3.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,1,0,0,0,1,1,0,DC,2018-2019,120,Friendship PCS,Friendship PCS - Ideal MS,1100008.0,1100008.0,,110000800528.0,,04-08,3.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,91554222,12063385,NRD,NRD,1,0,0,0,1,1,0
171,DC,2018-2019,120,268,Friendship PCS,Friendship PCS - Online,1100008.0,1100008.0,,110000800495.0,191.0,KG-08,3.0,191,October Count Day,17999,303,18302,15128,262,15389,2872,41,2913,3437809,57873,3495769,19887.92255,91554222,12063385,Charter,4,1,0,0,0,1,0,0,DC,2018-2019,120,Friendship PCS,Friendship PCS - Online,1100008.0,1100008.0,,110000800495.0,191.0,KG-08,3.0,191,October Count Day,17999,303,18302,15128,262,15389,2872,41,2913,3437809,57873,3495769,19887.92255,91554222,12063385,Charter,4,1,0,0,0,1,0,0
172,DC,2018-2019,120,113,Friendship PCS,Friendship PCS - Southeast Elementary School,1100008.0,1100008.0,,110000800382.0,411.0,PK-03,2.0,411,October Count Day,15875,2806,18680,13338,2429,15767,2537,376,2913,6524625,1153266,7677565,20265.92255,91554222,12063385,Charter,8,1,0,0,0,1,0,0,DC,2018-2019,120,Friendship PCS,Friendship PCS - Southeast Elementary School,1100008.0,1100008.0,,110000800382.0,411.0,PK-03,2.0,411,October Count Day,15875,2806,18680,13338,2429,15767,2537,376,2913,6524625,1153266,7677565,20265.92255,91554222,12063385,Charter,8,1,0,0,0,1,0,0
173,DC,2018-2019,120,1057,Friendship PCS,Friendship PCS - Southeast Middle School,1100008.0,1100008.0,,110000800515.0,179.0,04-07,3.0,179,October Count Day,17563,2845,20408,15003,2492,17495,2559,354,2913,3143777,509255,3653067,21993.92255,91554222,12063385,Charter,8,1,0,0,0,1,0,0,DC,2018-2019,120,Friendship PCS,Friendship PCS - Southeast Middle School,1100008.0,1100008.0,,110000800515.0,179.0,04-07,3.0,179,October Count Day,17563,2845,20408,15003,2492,17495,2559,354,2913,3143777,509255,3653067,21993.92255,91554222,12063385,Charter,8,1,0,0,0,1,0,0
174,DC,2018-2019,120,1164,Friendship PCS,Friendship PCS - Technology Preparatory High School,1100008.0,1100008.0,,110000800496.0,270.0,09-12,4.0,270,October Count Day,19145,3773,22919,16656,3350,20006,2489,424,2913,5169150,1018710,6188057,24504.92255,91554222,12063385,Charter,8,1,0,0,0,1,0,0,DC,2018-2019,120,Friendship PCS,Friendship PCS - Technology Preparatory High School,1100008.0,1100008.0,,110000800496.0,270.0,09-12,4.0,270,October Count Day,19145,3773,22919,16656,3350,20006,2489,424,2913,5169150,1018710,6188057,24504.92255,91554222,12063385,Charter,8,1,0,0,0,1,0,0
175,DC,2018-2019,120,1124,Friendship PCS,Friendship PCS - Technology Preparatory Middle School,1100008.0,1100008.0,,110000800422.0,138.0,08-08,3.0,138,October Count Day,20186,2733,22919,17580,2426,20006,2606,307,2913,2785668,377154,3162785,24504.92255,91554222,12063385,Charter,8,1,0,0,0,1,0,0,DC,2018-2019,120,Friendship PCS,Friendship PCS - Technology Preparatory Middle School,1100008.0,1100008.0,,110000800422.0,138.0,08-08,3.0,138,October Count Day,20186,2733,22919,17580,2426,20006,2606,307,2913,2785668,377154,3162785,24504.92255,91554222,12063385,Charter,8,1,0,0,0,1,0,0
176,DC,2018-2019,120,365,Friendship PCS,Friendship PCS - Woodridge Elementary School,1100008.0,1100008.0,,110000800482.0,285.0,PK-03,2.0,285,October Count Day,17642,2293,19935,15020,2002,17022,2622,291,2913,5027970,653505,5681445,21520.92255,91554222,12063385,Charter,5,1,0,0,0,1,0,0,DC,2018-2019,120,Friendship PCS,Friendship PCS - Woodridge Elementary School,1100008.0,1100008.0,,110000800482.0,285.0,PK-03,2.0,285,October Count Day,17642,2293,19935,15020,2002,17022,2622,291,2913,5027970,653505,5681445,21520.92255,91554222,12063385,Charter,5,1,0,0,0,1,0,0
177,DC,2018-2019,120,366,Friendship PCS,Friendship PCS - Woodridge Middle School,1100008.0,1100008.0,,110000800481.0,227.0,04-08,3.0,227,October Count Day,17642,2293,19935,15020,2002,17022,2622,291,2913,4004734,520511,4525221,21520.92255,91554222,12063385,Charter,5,1,0,0,0,1,0,0,DC,2018-2019,120,Friendship PCS,Friendship PCS - Woodridge Middle School,1100008.0,1100008.0,,110000800481.0,227.0,04-08,3.0,227,October Count Day,17642,2293,19935,15020,2002,17022,2622,291,2913,4004734,520511,4525221,21520.92255,91554222,12063385,Charter,5,1,0,0,0,1,0,0
178,DC,2018-2019,190,297,Goodwill Excel Center PCS,Goodwill Excel Center PCS,1100105.0,1100105.0,,110010500508.0,374.0,09-12,4.0,374,October Count Day,15947,93,16041,,,,,,,5964178,34782,5999216,16970.90374,5999216,0,Charter (Alternative),2,1,0,0,0,1,0,0,DC,2018-2019,190,Goodwill Excel Center PCS,Goodwill Excel Center PCS,1100105.0,1100105.0,,110010500508.0,374.0,09-12,4.0,374,October Count Day,15947,93,16041,,,,,,,5964178,34782,5999216,16970.90374,5999216,0,Charter (Alternative),2,1,0,0,0,1,0,0
179,DC,2018-2019,180,245,Harmony DC PCS - School of Excellence,Harmony DC PCS - School of Excellence,1100096.0,1100096.0,,110009600491.0,112.0,KG-05,2.0,112,October Count Day,22512,2094,24606,,,,,,,2521344,234528,2755865,26633.99107,2770527,14662,Charter,5,1,0,0,0,1,0,0,DC,2018-2019,180,Harmony DC PCS - School of Excellence,Harmony DC PCS - School of Excellence,1100096.0,1100096.0,,110009600491.0,112.0,KG-05,2.0,112,October Count Day,22512,2094,24606,,,,,,,2521344,234528,2755865,26633.99107,2770527,14662,Charter,5,1,0,0,0,1,0,0
180,DC,2018-2019,121,131,Hope Community PCS,Hope Community PCS - Lamond,1100051.0,1100051.0,,110005100301.0,276.0,PK-05,2.0,276,October Count Day,22212,1482,23695,19642,1482,21124,2571,0,2571,6130512,409032,6539722,,18056577,154825,Charter,4,1,0,0,0,1,0,1,DC,2018-2019,121,Hope Community PCS,Hope Community PCS - Lamond,1100051.0,1100051.0,,110005100301.0,276.0,PK-05,2.0,276,October Count Day,22212,1482,23695,19642,1482,21124,2571,0,2571,6130512,409032,6539722,,18056577,154825,Charter,4,1,0,0,0,1,0,1
181,DC,2018-2019,121,114,Hope Community PCS,Hope Community PCS - Tolson,1100051.0,1100051.0,,110005100386.0,465.0,PK-08,3.0,465,October Count Day,22752,1683,24434,20119,1683,21802,2633,0,2633,10579680,782595,11362030,,18056577,154825,Charter,5,1,0,0,0,1,0,1,DC,2018-2019,121,Hope Community PCS,Hope Community PCS - Tolson,1100051.0,1100051.0,,110005100386.0,465.0,PK-08,3.0,465,October Count Day,22752,1683,24434,20119,1683,21802,2633,0,2633,10579680,782595,11362030,,18056577,154825,Charter,5,1,0,0,0,1,0,1
182,DC,2018-2019,124,115,Howard University Middle School of Mathematics and Science PCS,Howard University Middle School of Mathematics and Science PCS,1100058.0,1100058.0,,110005800308.0,283.0,06-08,3.0,283,October Count Day,22989,1496,24485,,,,,,,6505887,423368,6929280,23823.23322,7028139,98859,Charter,1,1,0,0,0,1,0,0,DC,2018-2019,124,Howard University Middle School of Mathematics and Science PCS,Howard University Middle School of Mathematics and Science PCS,1100058.0,1100058.0,,110005800308.0,283.0,06-08,3.0,283,October Count Day,22989,1496,24485,,,,,,,6505887,423368,6929280,23823.23322,7028139,98859,Charter,1,1,0,0,0,1,0,0
183,DC,2018-2019,126,163,IDEA PCS,IDEA PCS,1100013.0,1100013.0,,110001300227.0,327.0,09-12,4.0,327,October Count Day,23263,2243,25505,,,,,,,7607001,733461,8340239,,8954244,614005,Charter,7,1,0,0,0,1,1,1,DC,2018-2019,126,IDEA PCS,IDEA PCS,1100013.0,1100013.0,,110001300227.0,327.0,09-12,4.0,327,October Count Day,23263,2243,25505,,,,,,,7607001,733461,8340239,,8954244,614005,Charter,7,1,0,0,0,1,1,1
184,DC,2018-2019,173,200,Ingenuity Prep PCS,Ingenuity Prep PCS,1100090.0,1100090.0,,110009000460.0,560.0,PK-06,2.0,560,October Count Day,20983,1935,22919,,,,,,,11750480,1083600,12834358,25495.14643,13328369,494011,Charter,8,1,0,0,0,1,0,0,DC,2018-2019,173,Ingenuity Prep PCS,Ingenuity Prep PCS,1100090.0,1100090.0,,110009000460.0,560.0,PK-06,2.0,560,October Count Day,20983,1935,22919,,,,,,,11750480,1083600,12834358,25495.14643,13328369,494011,Charter,8,1,0,0,0,1,0,0
185,DC,2018-2019,165,3064,Inspired Teaching Demonstration PCS,Inspired Teaching Demonstration PCS,1100080.0,1100080.0,,110008000437.0,470.0,PK-08,3.0,470,October Count Day,16994,557,17551,,,,,,,7987180,261790,8249030,19673.8178,8386374,137344,Charter,5,1,0,0,0,1,0,0,DC,2018-2019,165,Inspired Teaching Demonstration PCS,Inspired Teaching Demonstration PCS,1100080.0,1100080.0,,110008000437.0,470.0,PK-08,3.0,470,October Count Day,16994,557,17551,,,,,,,7987180,261790,8249030,19673.8178,8386374,137344,Charter,5,1,0,0,0,1,0,0
186,DC,2018-2019,186,267,Kingsman Academy PCS,Kingsman Academy PCS,1100099.0,1100099.0,,110009900502.0,285.0,06-12,4.0,285,October Count Day,29070,298,29369,,,,,,,8284950,84930,8370026,29420.45704,9753705,1383679,Charter (Alternative),6,1,0,0,0,1,0,0,DC,2018-2019,186,Kingsman Academy PCS,Kingsman Academy PCS,1100099.0,1100099.0,,110009900502.0,285.0,06-12,4.0,285,October Count Day,29070,298,29369,,,,,,,8284950,84930,8370026,29420.45704,9753705,1383679,Charter (Alternative),6,1,0,0,0,1,0,0
187,DC,2018-2019,129,116,KIPP DC PCS,KIPP DC - AIM Academy PCS,1100031.0,1100031.0,,110003100381.0,391.0,05-08,3.0,391,October Count Day,17042,2168,19210,14982,1800,16782,2060,368,2428,6663422,847688,7511181,19786.51248,168559900,47106520,Charter,8,1,0,0,0,1,0,0,DC,2018-2019,129,KIPP DC PCS,KIPP DC - AIM Academy PCS,1100031.0,1100031.0,,110003100381.0,391.0,05-08,3.0,391,October Count Day,17042,2168,19210,14982,1800,16782,2060,368,2428,6663422,847688,7511181,19786.51248,168559900,47106520,Charter,8,1,0,0,0,1,0,0
188,DC,2018-2019,129,236,KIPP DC PCS,KIPP DC - Arts and Technology Academy PCS,1100031.0,1100031.0,,110003100489.0,348.0,PK-KG,1.0,348,October Count Day,16872,1806,18678,14812,1439,16250,2060,368,2428,5871456,628488,6500039,19254.51248,168559900,47106520,Charter,7,1,0,0,0,1,0,0,DC,2018-2019,129,KIPP DC PCS,KIPP DC - Arts and Technology Academy PCS,1100031.0,1100031.0,,110003100489.0,348.0,PK-KG,1.0,348,October Count Day,16872,1806,18678,14812,1439,16250,2060,368,2428,5871456,628488,6500039,19254.51248,168559900,47106520,Charter,7,1,0,0,0,1,0,0
189,DC,2018-2019,129,1123,KIPP DC PCS,KIPP DC - College Preparatory Academy PCS,1100031.0,1100031.0,,110003100421.0,802.0,09-12,4.0,802,October Count Day,21528,2044,23573,19468,1677,21145,2060,368,2428,17265456,1639288,18905179,24149.51248,168559900,47106520,Charter,5,1,0,0,0,1,0,0,DC,2018-2019,129,KIPP DC PCS,KIPP DC - College Preparatory Academy PCS,1100031.0,1100031.0,,110003100421.0,802.0,09-12,4.0,802,October Count Day,21528,2044,23573,19468,1677,21145,2060,368,2428,17265456,1639288,18905179,24149.51248,168559900,47106520,Charter,5,1,0,0,0,1,0,0
190,DC,2018-2019,129,209,KIPP DC PCS,KIPP DC - Connect Academy PCS,1100031.0,1100031.0,,110003100468.0,323.0,PK-KG,1.0,323,October Count Day,17050,1760,18810,14990,1392,16382,2060,368,2428,5507150,568480,6075473,19386.51248,168559900,47106520,Charter,5,1,0,0,0,1,0,0,DC,2018-2019,129,KIPP DC PCS,KIPP DC - Connect Academy PCS,1100031.0,1100031.0,,110003100468.0,323.0,PK-KG,1.0,323,October Count Day,17050,1760,18810,14990,1392,16382,2060,368,2428,5507150,568480,6075473,19386.51248,168559900,47106520,Charter,5,1,0,0,0,1,0,0
191,DC,2018-2019,129,1122,KIPP DC PCS,KIPP DC - Discover Academy PCS,1100031.0,1100031.0,,110003100427.0,354.0,PK-KG,1.0,354,October Count Day,16423,1686,18109,14363,1319,15681,2060,368,2428,5813742,596844,6410630,18685.51248,168559900,47106520,Charter,8,1,0,0,0,1,0,0,DC,2018-2019,129,KIPP DC PCS,KIPP DC - Discover Academy PCS,1100031.0,1100031.0,,110003100427.0,354.0,PK-KG,1.0,354,October Count Day,16423,1686,18109,14363,1319,15681,2060,368,2428,5813742,596844,6410630,18685.51248,168559900,47106520,Charter,8,1,0,0,0,1,0,0
192,DC,2018-2019,129,1129,KIPP DC PCS,KIPP DC - Grow Academy PCS,1100031.0,1100031.0,,110003100432.0,318.0,PK-KG,1.0,318,October Count Day,17022,1796,18818,14962,1428,16390,2060,368,2428,5412996,571128,5984007,19394.51248,168559900,47106520,Charter,6,1,0,0,0,1,0,0,DC,2018-2019,129,KIPP DC PCS,KIPP DC - Grow Academy PCS,1100031.0,1100031.0,,110003100432.0,318.0,PK-KG,1.0,318,October Count Day,17022,1796,18818,14962,1428,16390,2060,368,2428,5412996,571128,5984007,19394.51248,168559900,47106520,Charter,6,1,0,0,0,1,0,0
193,DC,2018-2019,129,3071,KIPP DC PCS,KIPP DC - Heights Academy PCS,1100031.0,1100031.0,,110003100452.0,462.0,01-04,2.0,462,October Count Day,16585,2178,18763,14524,1811,16335,2060,368,2428,7662270,1006236,8668378,19339.51248,168559900,47106520,Charter,8,1,0,0,0,1,0,0,DC,2018-2019,129,KIPP DC PCS,KIPP DC - Heights Academy PCS,1100031.0,1100031.0,,110003100452.0,462.0,01-04,2.0,462,October Count Day,16585,2178,18763,14524,1811,16335,2060,368,2428,7662270,1006236,8668378,19339.51248,168559900,47106520,Charter,8,1,0,0,0,1,0,0
194,DC,2018-2019,129,1085,KIPP DC PCS,KIPP DC - Honor Academy PCS,1100031.0,1100031.0,,110003100522.0,,04-08,3.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,1,0,0,0,1,1,0,DC,2018-2019,129,KIPP DC PCS,KIPP DC - Honor Academy PCS,1100031.0,1100031.0,,110003100522.0,,04-08,3.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,168559900,47106520,NRD,NRD,1,0,0,0,1,1,0
195,DC,2018-2019,129,189,KIPP DC PCS,KIPP DC - KEY Academy PCS,1100031.0,1100031.0,,110003100246.0,337.0,05-08,3.0,337,October Count Day,17208,2057,19265,15148,1689,16837,2060,368,2428,5799096,693209,6492347,19841.51248,168559900,47106520,Charter,7,1,0,0,0,1,0,0,DC,2018-2019,129,KIPP DC PCS,KIPP DC - KEY Academy PCS,1100031.0,1100031.0,,110003100246.0,337.0,05-08,3.0,337,October Count Day,17208,2057,19265,15148,1689,16837,2060,368,2428,5799096,693209,6492347,19841.51248,168559900,47106520,Charter,7,1,0,0,0,1,0,0
196,DC,2018-2019,129,190,KIPP DC PCS,KIPP DC - Lead Academy PCS,1100031.0,1100031.0,,110003100463.0,400.0,01-04,2.0,400,October Count Day,15208,2058,17266,13148,1690,14838,2060,368,2428,6083200,823200,6906230,17842.51248,168559900,47106520,Charter,6,1,0,0,0,1,0,0,DC,2018-2019,129,KIPP DC PCS,KIPP DC - Lead Academy PCS,1100031.0,1100031.0,,110003100463.0,400.0,01-04,2.0,400,October Count Day,15208,2058,17266,13148,1690,14838,2060,368,2428,6083200,823200,6906230,17842.51248,168559900,47106520,Charter,6,1,0,0,0,1,0,0
197,DC,2018-2019,129,132,KIPP DC PCS,KIPP DC - LEAP Academy PCS,1100031.0,1100031.0,,110003100375.0,195.0,PK-PK,1.0,195,October Count Day,18455,1575,20029,16394,1207,17602,2060,368,2428,3598725,307125,3905751,20605.51248,168559900,47106520,Charter,7,1,0,0,0,1,0,0,DC,2018-2019,129,KIPP DC PCS,KIPP DC - LEAP Academy PCS,1100031.0,1100031.0,,110003100375.0,195.0,PK-PK,1.0,195,October Count Day,18455,1575,20029,16394,1207,17602,2060,368,2428,3598725,307125,3905751,20605.51248,168559900,47106520,Charter,7,1,0,0,0,1,0,0
198,DC,2018-2019,129,242,KIPP DC PCS,KIPP DC - Northeast Academy PCS,1100031.0,1100031.0,,110003100487.0,329.0,05-08,3.0,329,October Count Day,18042,1943,19985,15981,1576,17557,2060,368,2428,5935818,639247,6574987,20561.51248,168559900,47106520,Charter,5,1,0,0,0,1,0,0,DC,2018-2019,129,KIPP DC PCS,KIPP DC - Northeast Academy PCS,1100031.0,1100031.0,,110003100487.0,329.0,05-08,3.0,329,October Count Day,18042,1943,19985,15981,1576,17557,2060,368,2428,5935818,639247,6574987,20561.51248,168559900,47106520,Charter,5,1,0,0,0,1,0,0
199,DC,2018-2019,129,1121,KIPP DC PCS,KIPP DC - Promise Academy PCS,1100031.0,1100031.0,,110003100419.0,518.0,KG-04,2.0,518,October Count Day,16015,2379,18393,13954,2011,15965,2060,368,2428,8295770,1232322,9527690,18969.51248,168559900,47106520,Charter,7,1,0,0,0,1,0,0,DC,2018-2019,129,KIPP DC PCS,KIPP DC - Promise Academy PCS,1100031.0,1100031.0,,110003100419.0,518.0,KG-04,2.0,518,October Count Day,16015,2379,18393,13954,2011,15965,2060,368,2428,8295770,1232322,9527690,18969.51248,168559900,47106520,Charter,7,1,0,0,0,1,0,0
200,DC,2018-2019,129,237,KIPP DC PCS,KIPP DC - Quest Academy PCS,1100031.0,1100031.0,,110003100488.0,412.0,01-04,2.0,412,October Count Day,16344,2099,18443,14284,1732,16015,2060,368,2428,6733728,864788,7598564,19019.51248,168559900,47106520,Charter,7,1,0,0,0,1,0,0,DC,2018-2019,129,KIPP DC PCS,KIPP DC - Quest Academy PCS,1100031.0,1100031.0,,110003100488.0,412.0,01-04,2.0,412,October Count Day,16344,2099,18443,14284,1732,16015,2060,368,2428,6733728,864788,7598564,19019.51248,168559900,47106520,Charter,7,1,0,0,0,1,0,0
201,DC,2018-2019,129,1086,KIPP DC PCS,KIPP DC - Somerset College Preparatory PCS,1100031.0,1100031.0,,110003100523.0,,09-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,1,0,0,0,1,1,0,DC,2018-2019,129,KIPP DC PCS,KIPP DC - Somerset College Preparatory PCS,1100031.0,1100031.0,,110003100523.0,,09-12,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,168559900,47106520,NRD,NRD,1,0,0,0,1,1,0
202,DC,2018-2019,129,214,KIPP DC PCS,KIPP DC - Spring Academy PCS,1100031.0,1100031.0,,110003100469.0,411.0,01-04,2.0,411,October Count Day,15603,2156,17759,13543,1789,15331,2060,368,2428,6412833,886116,7299027,18335.51248,168559900,47106520,Charter,5,1,0,0,0,1,0,0,DC,2018-2019,129,KIPP DC PCS,KIPP DC - Spring Academy PCS,1100031.0,1100031.0,,110003100469.0,411.0,01-04,2.0,411,October Count Day,15603,2156,17759,13543,1789,15331,2060,368,2428,6412833,886116,7299027,18335.51248,168559900,47106520,Charter,5,1,0,0,0,1,0,0
