,state_x,year_x,distid_stateassigned_x,schoolid_stateassigned,distname_x,schoolname_x,ncesdistid_admin_x,ncesdistid_geo_x,census_id_x,ncesid_x,ncesenroll_x,gradespan_x,level_x,enroll_raw_DC_x,enrollmetric_x,pp_stloc_raw_DC_x,pp_fed_raw_DC_x,pp_total_raw_DC_x,pp_site_stloc_raw_DC_x,pp_site_fed_raw_DC_x,pp_site_raw_DC_x,pp_centshare_stloc_raw_DC_x,pp_centshare_fed_raw_DC_x,pp_centshare_raw_DC_x,schoolstloc_raw_DC_x,schoolfed_raw_DC_x,schooltot_raw_DC_x,pp_total_norm_NERDS_x,disttotwexclu_raw_DC_x,distexclu_raw_DC_x,schtype_raw_DC_x,ward_raw_DC_x,countenroll_x,noaudit_x,nositecen_x,adfinvars_x,distflex_x,flag_nerds_x,flag_f33_x,state_y,year_y,distid_stateassigned_y,distname_y,schoolname_y,ncesdistid_admin_y,ncesdistid_geo_y,census_id_y,ncesid_y,ncesenroll_y,gradespan_y,level_y,enroll_raw_DC_y,enrollmetric_y,pp_stloc_raw_DC_y,pp_fed_raw_DC_y,pp_total_raw_DC_y,pp_site_stloc_raw_DC_y,pp_site_fed_raw_DC_y,pp_site_raw_DC_y,pp_centshare_stloc_raw_DC_y,pp_centshare_fed_raw_DC_y,pp_centshare_raw_DC_y,schoolstloc_raw_DC_y,schoolfed_raw_DC_y,schooltot_raw_DC_y,pp_total_norm_NERDS_y,disttotwexclu_raw_DC_y,distexclu_raw_DC_y,schtype_raw_DC_y,ward_raw_DC_y,countenroll_y,noaudit_y,nositecen_y,adfinvars_y,distflex_y,flag_nerds_y,flag_f33_y
0,DC,2018-2019,178,233,Academy of Hope Adult PCS,Academy of Hope Adult PCS,,,,,,,,463,October Count Day,13390,1088,14478,,,,,,,6199570,503744,6703440,,7425427,721987,Charter,5,1,0,0,0,1,0,0,DC,2018-2019,178,Academy of Hope Adult PCS,Academy of Hope Adult PCS,,,,,,,,463,October Count Day,13390,1088,14478,,,,,,,6199570,503744,6703440,,7425427,721987,Charter,5,1,0,0,0,1,0,0
1,DC,2018-2019,155,217,Achievement Preparatory Academy PCS,Achievement Preparatory Academy PCS - Wahler Place Elementary School,1100072.0,1100072.0,,110007200473.0,375.0,PK-03,2.0,375,October Count Day,20068,2018,22085,16447,1823,18270,3621,195,3815,7525500,756750,8282016,21713.40216,21522338,5331797,Charter,8,1,0,0,0,1,0,0,DC,2018-2019,155,Achievement Preparatory Academy PCS,Achievement Preparatory Academy PCS - Wahler Place Elementary School,1100072.0,1100072.0,,110007200473.0,375.0,PK-03,2.0,375,October Count Day,20068,2018,22085,16447,1823,18270,3621,195,3815,7525500,756750,8282016,21713.40216,21522338,5331797,Charter,8,1,0,0,0,1,0,0
2,DC,2018-2019,155,1100,Achievement Preparatory Academy PCS,Achievement Preparatory Academy PCS - Wahler Place Middle School,1100072.0,1100072.0,,110007200405.0,450.0,04-08,3.0,450,October Count Day,15448,2126,17575,11493,1910,13403,3955,216,4171,6951600,956700,7908525,17203.40216,21522338,5331797,Charter,8,1,0,0,0,1,0,0,DC,2018-2019,155,Achievement Preparatory Academy PCS,Achievement Preparatory Academy PCS - Wahler Place Middle School,1100072.0,1100072.0,,110007200405.0,450.0,04-08,3.0,450,October Count Day,15448,2126,17575,11493,1910,13403,3955,216,4171,6951600,956700,7908525,17203.40216,21522338,5331797,Charter,8,1,0,0,0,1,0,0
3,DC,2018-2019,103,140,AppleTree Early Learning PCS,AppleTree Early Learning Center PCS - Columbia Heights,1100054.0,1100054.0,,110005400304.0,154.0,PK-PK,1.0,154,October Count Day,18600,1663,20263,15626,1291,16917,2974,371,3346,2864400,256102,3120451,25366.55124,21139732,7363789,Charter,1,1,0,0,0,1,0,0,DC,2018-2019,103,AppleTree Early Learning PCS,AppleTree Early Learning Center PCS - Columbia Heights,1100054.0,1100054.0,,110005400304.0,154.0,PK-PK,1.0,154,October Count Day,18600,1663,20263,15626,1291,16917,2974,371,3346,2864400,256102,3120451,25366.55124,21139732,7363789,Charter,1,1,0,0,0,1,0,0
4,DC,2018-2019,103,3072,AppleTree Early Learning PCS,AppleTree Early Learning Center PCS - Douglas Knoll,1100054.0,1100054.0,,110005400447.0,90.0,PK-PK,1.0,90,October Count Day,17403,2396,19798,14429,2024,16453,2974,371,3346,1566270,215640,1781854,24901.55124,21139732,7363789,Charter,8,1,0,0,0,1,0,0,DC,2018-2019,103,AppleTree Early Learning PCS,AppleTree Early Learning Center PCS - Douglas Knoll,1100054.0,1100054.0,,110005400447.0,90.0,PK-PK,1.0,90,October Count Day,17403,2396,19798,14429,2024,16453,2974,371,3346,1566270,215640,1781854,24901.55124,21139732,7363789,Charter,8,1,0,0,0,1,0,0
5,DC,2018-2019,103,3073,AppleTree Early Learning PCS,AppleTree Early Learning Center PCS - Lincoln Park,1100054.0,1100054.0,,110005400448.0,60.0,PK-PK,1.0,60,October Count Day,23990,1524,25514,21016,1153,22169,2974,371,3346,1439400,91440,1530845,30617.55124,21139732,7363789,Charter,6,1,0,0,0,1,0,0,DC,2018-2019,103,AppleTree Early Learning PCS,AppleTree Early Learning Center PCS - Lincoln Park,1100054.0,1100054.0,,110005400448.0,60.0,PK-PK,1.0,60,October Count Day,23990,1524,25514,21016,1153,22169,2974,371,3346,1439400,91440,1530845,30617.55124,21139732,7363789,Charter,6,1,0,0,0,1,0,0
6,DC,2018-2019,103,1137,AppleTree Early Learning PCS,AppleTree Early Learning Center PCS - Oklahoma Avenue,1100054.0,1100054.0,,110005400435.0,151.0,PK-PK,1.0,151,October Count Day,19832,2064,21897,16858,1693,18551,2974,371,3346,2994632,311664,3306395,27000.55124,21139732,7363789,Charter,7,1,0,0,0,1,0,0,DC,2018-2019,103,AppleTree Early Learning PCS,AppleTree Early Learning Center PCS - Oklahoma Avenue,1100054.0,1100054.0,,110005400435.0,151.0,PK-PK,1.0,151,October Count Day,19832,2064,21897,16858,1693,18551,2974,371,3346,2994632,311664,3306395,27000.55124,21139732,7363789,Charter,7,1,0,0,0,1,0,0
7,DC,2018-2019,103,1069,AppleTree Early Learning PCS,AppleTree Early Learning Center PCS - Parklands at THEARC,1100054.0,1100054.0,,110005400517.0,92.0,PK-PK,1.0,92,October Count Day,20259,2434,22693,17285,2063,19348,2974,371,3346,1863828,223928,2087768,27796.55124,21139732,7363789,Charter,8,1,0,0,0,1,0,0,DC,2018-2019,103,AppleTree Early Learning PCS,AppleTree Early Learning Center PCS - Parklands at THEARC,1100054.0,1100054.0,,110005400517.0,92.0,PK-PK,1.0,92,October Count Day,20259,2434,22693,17285,2063,19348,2974,371,3346,1863828,223928,2087768,27796.55124,21139732,7363789,Charter,8,1,0,0,0,1,0,0
8,DC,2018-2019,168,3068,BASIS DC PCS,BASIS DC PCS,1100083.0,1100083.0,,110008300443.0,637.0,05-12,4.0,637,October Count Day,12173,250,12423,,,,,,,7754201,159250,7913553,,10204485,2290932,Charter,2,1,0,0,0,1,1,1,DC,2018-2019,168,BASIS DC PCS,BASIS DC PCS,1100083.0,1100083.0,,110008300443.0,637.0,05-12,4.0,637,October Count Day,12173,250,12423,,,,,,,7754201,159250,7913553,,10204485,2290932,Charter,2,1,0,0,0,1,1,1
9,DC,2018-2019,189,289,Breakthrough Montessori PCS,Breakthrough Montessori PCS,1100104.0,1100104.0,,110010400507.0,183.0,PK-02,2.0,183,October Count Day,22096,769,22864,,,,,,,4043568,140727,4184160,23180.06557,6498143,2313983,Charter,4,1,0,0,0,1,0,0,DC,2018-2019,189,Breakthrough Montessori PCS,Breakthrough Montessori PCS,1100104.0,1100104.0,,110010400507.0,183.0,PK-02,2.0,183,October Count Day,22096,769,22864,,,,,,,4043568,140727,4184160,23180.06557,6498143,2313983,Charter,4,1,0,0,0,1,0,0
10,DC,2018-2019,107,142,Bridges PCS,Bridges PCS,1100055.0,1100055.0,,110005500305.0,412.0,PK-05,2.0,412,October Count Day,27425,2021,29446,,,,,,,11299100,832652,12131547,31104.16067,12186021,54474,Charter,5,1,0,0,0,1,0,0,DC,2018-2019,107,Bridges PCS,Bridges PCS,1100055.0,1100055.0,,110005500305.0,412.0,PK-05,2.0,412,October Count Day,27425,2021,29446,,,,,,,11299100,832652,12131547,31104.16067,12186021,54474,Charter,5,1,0,0,0,1,0,0
11,DC,2018-2019,119,126,Briya PCS,Briya PCS,,,,,,,,721,October Count Day,15674,371,16045,,,,,,,11300954,267491,11568511,,12268864,700353,Charter,5,1,0,0,0,1,0,0,DC,2018-2019,119,Briya PCS,Briya PCS,,,,,,,,721,October Count Day,15674,371,16045,,,,,,,11300954,267491,11568511,,12268864,700353,Charter,5,1,0,0,0,1,0,0
12,DC,2018-2019,108,1207,Capital City PCS,Capital City PCS - High School,1100035.0,1100035.0,,110003500475.0,335.0,09-12,4.0,335,October Count Day,24961,1719,26679,20022,1665,21687,4938,54,4992,8361935,575865,8937588,,28293495,1800883,Charter,4,1,0,0,0,1,0,1,DC,2018-2019,108,Capital City PCS,Capital City PCS - High School,1100035.0,1100035.0,,110003500475.0,335.0,09-12,4.0,335,October Count Day,24961,1719,26679,20022,1665,21687,4938,54,4992,8361935,575865,8937588,,28293495,1800883,Charter,4,1,0,0,0,1,0,1
13,DC,2018-2019,108,184,Capital City PCS,Capital City PCS - Lower School,1100035.0,1100035.0,,110003500253.0,323.0,PK-04,2.0,323,October Count Day,25888,1783,27671,20766,1726,22493,5122,56,5178,8361824,575909,8937588,,28293495,1800883,Charter,4,1,0,0,0,1,0,1,DC,2018-2019,108,Capital City PCS,Capital City PCS - Lower School,1100035.0,1100035.0,,110003500253.0,323.0,PK-04,2.0,323,October Count Day,25888,1783,27671,20766,1726,22493,5122,56,5178,8361824,575909,8937588,,28293495,1800883,Charter,4,1,0,0,0,1,0,1
14,DC,2018-2019,108,182,Capital City PCS,Capital City PCS - Middle School,1100035.0,1100035.0,,110003500464.0,335.0,05-08,3.0,335,October Count Day,24066,1657,25724,19305,1605,20910,4761,52,4814,8062110,555095,8617436,,28293495,1800883,Charter,4,1,0,0,0,1,0,1,DC,2018-2019,108,Capital City PCS,Capital City PCS - Middle School,1100035.0,1100035.0,,110003500464.0,335.0,05-08,3.0,335,October Count Day,24066,1657,25724,19305,1605,20910,4761,52,4814,8062110,555095,8617436,,28293495,1800883,Charter,4,1,0,0,0,1,0,1
15,DC,2018-2019,162,1119,Carlos Rosario International PCS,Carlos Rosario International PCS,,,,,,,,2139,October Count Day,13553,122,13674,,,,,,,28989867,260958,29249159,,29825658,576499,Charter,1,1,0,0,0,1,0,0,DC,2018-2019,162,Carlos Rosario International PCS,Carlos Rosario International PCS,,,,,,,,2139,October Count Day,13553,122,13674,,,,,,,28989867,260958,29249159,,29825658,576499,Charter,1,1,0,0,0,1,0,0
16,DC,2018-2019,123,188,Cedar Tree Academy PCS,Cedar Tree Academy PCS,1100029.0,1100029.0,,110002900245.0,359.0,PK-KG,1.0,359,October Count Day,17660,1921,19581,,,,,,,6339940,689639,7029702,21670.96657,8312200,1282498,Charter,8,1,0,0,0,1,0,0,DC,2018-2019,123,Cedar Tree Academy PCS,Cedar Tree Academy PCS,1100029.0,1100029.0,,110002900245.0,359.0,PK-KG,1.0,359,October Count Day,17660,1921,19581,,,,,,,6339940,689639,7029702,21670.96657,8312200,1282498,Charter,8,1,0,0,0,1,0,0
17,DC,2018-2019,156,1103,Center City PCS,Center City PCS - Brightwood,1100073.0,1100073.0,,110007300400.0,258.0,PK-08,3.0,258,October Count Day,17487,1748,19236,13814,1609,15423,3674,139,3812,4511646,450984,4962770,21257.60587,28572589,958220,Charter,4,1,0,0,0,1,0,0,DC,2018-2019,156,Center City PCS,Center City PCS - Brightwood,1100073.0,1100073.0,,110007300400.0,258.0,PK-08,3.0,258,October Count Day,17487,1748,19236,13814,1609,15423,3674,139,3812,4511646,450984,4962770,21257.60587,28572589,958220,Charter,4,1,0,0,0,1,0,0
18,DC,2018-2019,156,1104,Center City PCS,Center City PCS - Capitol Hill,1100073.0,1100073.0,,110007300393.0,262.0,PK-08,3.0,262,October Count Day,15816,1589,17404,12403,1450,13852,3413,139,3552,4143792,416318,4559975,19425.60587,28572589,958220,Charter,6,1,0,0,0,1,0,0,DC,2018-2019,156,Center City PCS,Center City PCS - Capitol Hill,1100073.0,1100073.0,,110007300393.0,262.0,PK-08,3.0,262,October Count Day,15816,1589,17404,12403,1450,13852,3413,139,3552,4143792,416318,4559975,19425.60587,28572589,958220,Charter,6,1,0,0,0,1,0,0
19,DC,2018-2019,156,1105,Center City PCS,Center City PCS - Congress Heights,1100073.0,1100073.0,,110007300412.0,250.0,PK-08,3.0,250,October Count Day,16060,1674,17735,12753,1535,14288,3307,139,3446,4015000,418500,4433643,19756.60587,28572589,958220,Charter,8,1,0,0,0,1,0,0,DC,2018-2019,156,Center City PCS,Center City PCS - Congress Heights,1100073.0,1100073.0,,110007300412.0,250.0,PK-08,3.0,250,October Count Day,16060,1674,17735,12753,1535,14288,3307,139,3446,4015000,418500,4433643,19756.60587,28572589,958220,Charter,8,1,0,0,0,1,0,0
20,DC,2018-2019,156,1106,Center City PCS,Center City PCS - Petworth,1100073.0,1100073.0,,110007300395.0,250.0,PK-08,3.0,250,October Count Day,17941,1794,19735,14341,1655,15996,3600,139,3739,4485250,448500,4933768,21756.60587,28572589,958220,Charter,4,1,0,0,0,1,0,0,DC,2018-2019,156,Center City PCS,Center City PCS - Petworth,1100073.0,1100073.0,,110007300395.0,250.0,PK-08,3.0,250,October Count Day,17941,1794,19735,14341,1655,15996,3600,139,3739,4485250,448500,4933768,21756.60587,28572589,958220,Charter,4,1,0,0,0,1,0,0
21,DC,2018-2019,156,1107,Center City PCS,Center City PCS - Shaw,1100073.0,1100073.0,,110007300404.0,230.0,PK-08,3.0,230,October Count Day,17233,1718,18951,13673,1579,15252,3560,139,3699,3963590,395140,4358713,20972.60587,28572589,958220,Charter,6,1,0,0,0,1,0,0,DC,2018-2019,156,Center City PCS,Center City PCS - Shaw,1100073.0,1100073.0,,110007300404.0,230.0,PK-08,3.0,230,October Count Day,17233,1718,18951,13673,1579,15252,3560,139,3699,3963590,395140,4358713,20972.60587,28572589,958220,Charter,6,1,0,0,0,1,0,0
22,DC,2018-2019,156,1108,Center City PCS,Center City PCS - Trinidad,1100073.0,1100073.0,,110007300403.0,207.0,PK-08,3.0,207,October Count Day,19184,1906,21089,15650,1767,17417,3534,139,3672,3971088,394542,4365500,23110.60587,28572589,958220,Charter,5,1,0,0,0,1,0,0,DC,2018-2019,156,Center City PCS,Center City PCS - Trinidad,1100073.0,1100073.0,,110007300403.0,207.0,PK-08,3.0,207,October Count Day,19184,1906,21089,15650,1767,17417,3534,139,3672,3971088,394542,4365500,23110.60587,28572589,958220,Charter,5,1,0,0,0,1,0,0
23,DC,2018-2019,109,153,Cesar Chavez PCS for Public Policy,Cesar Chavez PCS for Public Policy - Capitol Hill,1100005.0,1100005.0,,110000500219.0,,,,238,October Count Day,26060,2488,28548,23768,2181,25949,2292,307,2599,6202280,592144,6794528,,29995502,2638812,Charter,6,1,0,0,0,1,0,1,DC,2018-2019,109,Cesar Chavez PCS for Public Policy,Cesar Chavez PCS for Public Policy - Capitol Hill,1100005.0,1100005.0,,110000500219.0,,,,238,October Count Day,26060,2488,28548,23768,2181,25949,2292,307,2599,6202280,592144,6794528,,29995502,2638812,Charter,6,1,0,0,0,1,0,1
24,DC,2018-2019,109,127,Cesar Chavez PCS for Public Policy,Cesar Chavez PCS for Public Policy - Chavez Prep,1100005.0,1100005.0,,110000500377.0,,,,235,October Count Day,26086,2618,28703,23638,2289,25928,2447,328,2776,6130210,615230,6745320,,29995502,2638812,Charter,1,1,0,0,0,1,0,1,DC,2018-2019,109,Cesar Chavez PCS for Public Policy,Cesar Chavez PCS for Public Policy - Chavez Prep,1100005.0,1100005.0,,110000500377.0,,,,235,October Count Day,26086,2618,28703,23638,2289,25928,2447,328,2776,6130210,615230,6745320,,29995502,2638812,Charter,1,1,0,0,0,1,0,1
25,DC,2018-2019,109,109,Cesar Chavez PCS for Public Policy,Cesar Chavez PCS for Public Policy - Parkside High School,1100005.0,1100005.0,,110000500456.0,350.0,09-12,4.0,350,October Count Day,26204,2668,28872,23581,2331,25912,2623,337,2959,9171400,933800,10105033,,29995502,2638812,Charter,7,1,0,0,0,1,0,1,DC,2018-2019,109,Cesar Chavez PCS for Public Policy,Cesar Chavez PCS for Public Policy - Parkside High School,1100005.0,1100005.0,,110000500456.0,350.0,09-12,4.0,350,October Count Day,26204,2668,28872,23581,2331,25912,2623,337,2959,9171400,933800,10105033,,29995502,2638812,Charter,7,1,0,0,0,1,0,1
26,DC,2018-2019,109,102,Cesar Chavez PCS for Public Policy,Cesar Chavez PCS for Public Policy - Parkside Middle School,1100005.0,1100005.0,,110000500328.0,133.0,08-08,3.0,133,October Count Day,26231,1678,27908,24579,1504,26083,1652,174,1826,3488723,223174,3711810,,29995502,2638812,Charter,7,1,0,0,0,1,0,1,DC,2018-2019,109,Cesar Chavez PCS for Public Policy,Cesar Chavez PCS for Public Policy - Parkside Middle School,1100005.0,1100005.0,,110000500328.0,133.0,08-08,3.0,133,October Count Day,26231,1678,27908,24579,1504,26083,1652,174,1826,3488723,223174,3711810,,29995502,2638812,Charter,7,1,0,0,0,1,0,1
27,DC,2018-2019,176,216,Community College Preparatory Academy PCS,Community College Preparatory Academy PCS,,,,,,,,617,October Count Day,12156,7,12164,,,,,,,7500252,4319,7504951,,7504951,0,Charter,8,1,0,0,0,1,0,0,DC,2018-2019,176,Community College Preparatory Academy PCS,Community College Preparatory Academy PCS,,,,,,,,617,October Count Day,12156,7,12164,,,,,,,7500252,4319,7504951,,7504951,0,Charter,8,1,0,0,0,1,0,0
28,DC,2018-2019,169,3069,Creative Minds International PCS,Creative Minds International PCS,1100084.0,1100084.0,,110008400440.0,496.0,PK-08,3.0,496,October Count Day,24087,666,24753,,,,,,,11947152,330336,12277266,,12817788,540522,Charter,5,1,0,0,0,1,1,1,DC,2018-2019,169,Creative Minds International PCS,Creative Minds International PCS,1100084.0,1100084.0,,110008400440.0,496.0,PK-08,3.0,496,October Count Day,24087,666,24753,,,,,,,11947152,330336,12277266,,12817788,540522,Charter,5,1,0,0,0,1,1,1
29,DC,2018-2019,114,199,DC Bilingual PCS,DC Bilingual PCS,1100042.0,1100042.0,,110004200273.0,444.0,PK-05,2.0,444,October Count Day,19584,2066,21650,,,,,,,8695296,917304,9612796,23699.67338,21133814,11521018,Charter,5,1,0,0,0,1,0,0,DC,2018-2019,114,DC Bilingual PCS,DC Bilingual PCS,1100042.0,1100042.0,,110004200273.0,444.0,PK-05,2.0,444,October Count Day,19584,2066,21650,,,,,,,8695296,917304,9612796,23699.67338,21133814,11521018,Charter,5,1,0,0,0,1,0,0
30,DC,2018-2019,115,276,DC Prep PCS,DC Prep PCS - Anacostia Elementary School,1100048.0,1100048.0,,110004800501.0,379.0,PK-03,2.0,379,October Count Day,17921,1955,19875,14730,1692,16422,3191,263,3453,6792059,740945,7532812,21147.42413,43720402,5467442,Charter,8,1,0,0,0,1,0,0,DC,2018-2019,115,DC Prep PCS,DC Prep PCS - Anacostia Elementary School,1100048.0,1100048.0,,110004800501.0,379.0,PK-03,2.0,379,October Count Day,17921,1955,19875,14730,1692,16422,3191,263,3453,6792059,740945,7532812,21147.42413,43720402,5467442,Charter,8,1,0,0,0,1,0,0
31,DC,2018-2019,115,1110,DC Prep PCS,DC Prep PCS - Benning Elementary School,1100048.0,1100048.0,,110004800387.0,449.0,PK-03,2.0,449,October Count Day,18036,1932,19968,14845,1669,16515,3191,263,3453,8098164,867468,8965605,21240.42413,43720402,5467442,Charter,7,1,0,0,0,1,0,0,DC,2018-2019,115,DC Prep PCS,DC Prep PCS - Benning Elementary School,1100048.0,1100048.0,,110004800387.0,449.0,PK-03,2.0,449,October Count Day,18036,1932,19968,14845,1669,16515,3191,263,3453,8098164,867468,8965605,21240.42413,43720402,5467442,Charter,7,1,0,0,0,1,0,0
32,DC,2018-2019,115,218,DC Prep PCS,DC Prep PCS - Benning Middle School,1100048.0,1100048.0,,110004800474.0,341.0,04-08,3.0,341,October Count Day,16914,1718,18633,13724,1456,15179,3191,263,3453,5767674,585838,6353761,19905.42413,43720402,5467442,Charter,7,1,0,0,0,1,0,0,DC,2018-2019,115,DC Prep PCS,DC Prep PCS - Benning Middle School,1100048.0,1100048.0,,110004800474.0,341.0,04-08,3.0,341,October Count Day,16914,1718,18633,13724,1456,15179,3191,263,3453,5767674,585838,6353761,19905.42413,43720402,5467442,Charter,7,1,0,0,0,1,0,0
33,DC,2018-2019,115,130,DC Prep PCS,DC Prep PCS - Edgewood Elementary School,1100048.0,1100048.0,,110004800388.0,451.0,PK-03,2.0,451,October Count Day,17421,1773,19194,14230,1510,15740,3191,263,3453,7856871,799623,8656276,20466.42413,43720402,5467442,Charter,5,1,0,0,0,1,0,0,DC,2018-2019,115,DC Prep PCS,DC Prep PCS - Edgewood Elementary School,1100048.0,1100048.0,,110004800388.0,451.0,PK-03,2.0,451,October Count Day,17421,1773,19194,14230,1510,15740,3191,263,3453,7856871,799623,8656276,20466.42413,43720402,5467442,Charter,5,1,0,0,0,1,0,0
34,DC,2018-2019,115,196,DC Prep PCS,DC Prep PCS - Edgewood Middle School,1100048.0,1100048.0,,110004800277.0,334.0,04-08,3.0,334,October Count Day,18663,1530,20193,15472,1268,16740,3191,263,3453,6233442,511020,6744505,21465.42413,43720402,5467442,Charter,5,1,0,0,0,1,0,0,DC,2018-2019,115,DC Prep PCS,DC Prep PCS - Edgewood Middle School,1100048.0,1100048.0,,110004800277.0,334.0,04-08,3.0,334,October Count Day,18663,1530,20193,15472,1268,16740,3191,263,3453,6233442,511020,6744505,21465.42413,43720402,5467442,Charter,5,1,0,0,0,1,0,0
35,DC,2018-2019,170,3070,DC Scholars PCS,DC Scholars PCS,1100085.0,1100085.0,,110008500438.0,543.0,PK-08,3.0,543,October Count Day,18170,2151,20321,,,,,,,9866310,1167993,11034247,21712.09007,12493232,1458985,Charter,7,1,0,0,0,1,0,0,DC,2018-2019,170,DC Scholars PCS,DC Scholars PCS,1100085.0,1100085.0,,110008500438.0,543.0,PK-08,3.0,543,October Count Day,18170,2151,20321,,,,,,,9866310,1167993,11034247,21712.09007,12493232,1458985,Charter,7,1,0,0,0,1,0,0
36,DC,2018-2019,317,1038,Digital Pioneers Academy PCS,Digital Pioneers Academy PCS,1100109.0,1100109.0,,110010900521.0,120.0,06-07,3.0,120,October Count Day,28185,6463,34648,,,,,,,3382200,775560,4157714,,5405833,1248119,Charter,7,1,0,0,0,1,1,1,DC,2018-2019,317,Digital Pioneers Academy PCS,Digital Pioneers Academy PCS,1100109.0,1100109.0,,110010900521.0,120.0,06-07,3.0,120,October Count Day,28185,6463,34648,,,,,,,3382200,775560,4157714,,5405833,1248119,Charter,7,1,0,0,0,1,1,1
37,DC,2018-2019,181,248,District of Columbia International School,District of Columbia International School,1100097.0,1100097.0,,110009700492.0,1061.0,06-12,4.0,1061,October Count Day,13145,905,14049,,,,,,,13946845,960205,14906221,,24227623,9321402,Charter,4,1,0,0,0,1,1,1,DC,2018-2019,181,District of Columbia International School,District of Columbia International School,1100097.0,1100097.0,,110009700492.0,1061.0,06-12,4.0,1061,October Count Day,13145,905,14049,,,,,,,13946845,960205,14906221,,24227623,9321402,Charter,4,1,0,0,0,1,1,1
38,DC,2018-2019,1,202,District of Columbia Public Schools,Aiton Elementary School,1100030.0,1100030.0,9200100130100.0,110003000122.0,244.0,PK-05,2.0,244,October Count Day,17827,2948,20775,12450,1451,13900,5377,1498,6875,4349788,719312,5069157,22868.95544,1004073502,4214636,DCPS,7,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Aiton Elementary School,1100030.0,1100030.0,9200100130100.0,110003000122.0,244.0,PK-05,2.0,244,October Count Day,17827,2948,20775,12450,1451,13900,5377,1498,6875,4349788,719312,5069157,22868.95544,1004073502,4214636,DCPS,7,1,0,0,0,1,0,0
39,DC,2018-2019,1,203,District of Columbia Public Schools,Amidon-Bowen Elementary School,1100030.0,1100030.0,9200100130100.0,110003000121.0,339.0,PK-05,2.0,339,October Count Day,17609,2383,19992,12231,886,13117,5377,1498,6875,5969451,807837,6777341,22085.95544,1004073502,4214636,DCPS,6,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Amidon-Bowen Elementary School,1100030.0,1100030.0,9200100130100.0,110003000121.0,339.0,PK-05,2.0,339,October Count Day,17609,2383,19992,12231,886,13117,5377,1498,6875,5969451,807837,6777341,22085.95544,1004073502,4214636,DCPS,6,1,0,0,0,1,0,0
40,DC,2018-2019,1,450,District of Columbia Public Schools,Anacostia High School,1100030.0,1100030.0,9200100130100.0,110003000085.0,296.0,09-12,4.0,296,October Count Day,31600,3444,35043,26222,1946,28168,5377,1498,6875,9353600,1019424,10372772,37136.95544,1004073502,4214636,DCPS,8,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Anacostia High School,1100030.0,1100030.0,9200100130100.0,110003000085.0,296.0,09-12,4.0,296,October Count Day,31600,3444,35043,26222,1946,28168,5377,1498,6875,9353600,1019424,10372772,37136.95544,1004073502,4214636,DCPS,8,1,0,0,0,1,0,0
41,DC,2018-2019,1,452,District of Columbia Public Schools,Ballou High School,1100030.0,1100030.0,9200100130100.0,110003000084.0,650.0,09-12,4.0,650,October Count Day,20915,3604,24518,15537,2106,17643,5377,1498,6875,13594750,2342600,15936973,26611.95544,1004073502,4214636,DCPS,8,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Ballou High School,1100030.0,1100030.0,9200100130100.0,110003000084.0,650.0,09-12,4.0,650,October Count Day,20915,3604,24518,15537,2106,17643,5377,1498,6875,13594750,2342600,15936973,26611.95544,1004073502,4214636,DCPS,8,1,0,0,0,1,0,0
42,DC,2018-2019,1,462,District of Columbia Public Schools,Ballou STAY High School,1100030.0,1100030.0,9200100130100.0,110003000207.0,322.0,09-12,4.0,524,October Count Day,12970,1705,14675,7592,208,7800,5377,1498,6875,6796280,893420,7689616,16768.95544,1004073502,4214636,DCPS (Alternative),8,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Ballou STAY High School,1100030.0,1100030.0,9200100130100.0,110003000207.0,322.0,09-12,4.0,524,October Count Day,12970,1705,14675,7592,208,7800,5377,1498,6875,6796280,893420,7689616,16768.95544,1004073502,4214636,DCPS (Alternative),8,1,0,0,0,1,0,0
43,DC,2018-2019,1,204,District of Columbia Public Schools,Bancroft Elementary School,1100030.0,1100030.0,9200100130100.0,110003000120.0,567.0,PK-05,2.0,567,October Count Day,18501,2340,20840,13123,842,13965,5377,1498,6875,10490067,1326780,11816478,22933.95544,1004073502,4214636,DCPS,1,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Bancroft Elementary School,1100030.0,1100030.0,9200100130100.0,110003000120.0,567.0,PK-05,2.0,567,October Count Day,18501,2340,20840,13123,842,13965,5377,1498,6875,10490067,1326780,11816478,22933.95544,1004073502,4214636,DCPS,1,1,0,0,0,1,0,0
