,Unnamed: 0_x,CODE,SCHOOL_x,TEST_TAKERS,AVG_READING_SCORE,AVG_MATH_SCORE,AVG_TOTAL,Unnamed: 0_y,SCHOOL_y,ETHNICITY,N_GRADS,GRAD_PERCENTAGE,YEAR,Unnamed: 0,state_x,year_x,distid_stateassigned_x,schoolid_stateassigned,distname_x,schoolname_x,ncesdistid_admin_x,ncesdistid_geo_x,census_id_x,ncesid_x,ncesenroll_x,gradespan_x,level_x,enroll_raw_DC_x,enrollmetric_x,pp_stloc_raw_DC_x,pp_fed_raw_DC_x,pp_total_raw_DC_x,pp_site_stloc_raw_DC_x,pp_site_fed_raw_DC_x,pp_site_raw_DC_x,pp_centshare_stloc_raw_DC_x,pp_centshare_fed_raw_DC_x,pp_centshare_raw_DC_x,schoolstloc_raw_DC_x,schoolfed_raw_DC_x,schooltot_raw_DC_x,pp_total_norm_NERDS_x,disttotwexclu_raw_DC_x,distexclu_raw_DC_x,schtype_raw_DC_x,ward_raw_DC_x,countenroll_x,noaudit_x,nositecen_x,adfinvars_x,distflex_x,flag_nerds_x,flag_f33_x,state_y,year_y,distid_stateassigned_y,distname_y,schoolname_y,ncesdistid_admin_y,ncesdistid_geo_y,census_id_y,ncesid_y,ncesenroll_y,gradespan_y,level_y,enroll_raw_DC_y,enrollmetric_y,pp_stloc_raw_DC_y,pp_fed_raw_DC_y,pp_total_raw_DC_y,pp_site_stloc_raw_DC_y,pp_site_fed_raw_DC_y,pp_site_raw_DC_y,pp_centshare_stloc_raw_DC_y,pp_centshare_fed_raw_DC_y,pp_centshare_raw_DC_y,schoolstloc_raw_DC_y,schoolfed_raw_DC_y,schooltot_raw_DC_y,pp_total_norm_NERDS_y,disttotwexclu_raw_DC_y,distexclu_raw_DC_y,schtype_raw_DC_y,ward_raw_DC_y,countenroll_y,noaudit_y,nositecen_y,adfinvars_y,distflex_y,flag_nerds_y,flag_f33_y
41,15,459,Roosevelt HS,38,424,404,828.0,92,Roosevelt HS,All,119,0.6611111111111111,2021,123,DC,2018-2019,1,459,District of Columbia Public Schools,Roosevelt High School,1100030.0,1100030.0,9200100130100.0,110003000008.0,645.0,09-12,4.0,645,October Count Day,21281,2608,23889,15904,1110,17014,5377,1498,6875,13726245,1682160,15408331,25982.95544,1004073502,4214636,DCPS,4,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Roosevelt High School,1100030.0,1100030.0,9200100130100.0,110003000008.0,645.0,09-12,4.0,645,October Count Day,21281,2608,23889,15904,1110,17014,5377,1498,6875,13726245,1682160,15408331,25982.95544,1004073502,4214636,DCPS,4,1,0,0,0,1,0,0
42,15,459,Roosevelt HS,199,422,401,823.9698486328125,95,Roosevelt HS,All,105,0.6402439024390244,2019,123,DC,2018-2019,1,459,District of Columbia Public Schools,Roosevelt High School,1100030.0,1100030.0,9200100130100.0,110003000008.0,645.0,09-12,4.0,645,October Count Day,21281,2608,23889,15904,1110,17014,5377,1498,6875,13726245,1682160,15408331,25982.95544,1004073502,4214636,DCPS,4,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Roosevelt High School,1100030.0,1100030.0,9200100130100.0,110003000008.0,645.0,09-12,4.0,645,October Count Day,21281,2608,23889,15904,1110,17014,5377,1498,6875,13726245,1682160,15408331,25982.95544,1004073502,4214636,DCPS,4,1,0,0,0,1,0,0
43,15,459,Roosevelt HS,199,422,401,823.9698486328125,92,Roosevelt HS,All,119,0.6611111111111111,2021,123,DC,2018-2019,1,459,District of Columbia Public Schools,Roosevelt High School,1100030.0,1100030.0,9200100130100.0,110003000008.0,645.0,09-12,4.0,645,October Count Day,21281,2608,23889,15904,1110,17014,5377,1498,6875,13726245,1682160,15408331,25982.95544,1004073502,4214636,DCPS,4,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Roosevelt High School,1100030.0,1100030.0,9200100130100.0,110003000008.0,645.0,09-12,4.0,645,October Count Day,21281,2608,23889,15904,1110,17014,5377,1498,6875,13726245,1682160,15408331,25982.95544,1004073502,4214636,DCPS,4,1,0,0,0,1,0,0
44,16,462,Ballou STAY,4,435,370,805.0,106,Ballou STAY,All,17,0.1259259259259259,2019,42,DC,2018-2019,1,462,District of Columbia Public Schools,Ballou STAY High School,1100030.0,1100030.0,9200100130100.0,110003000207.0,322.0,09-12,4.0,524,October Count Day,12970,1705,14675,7592,208,7800,5377,1498,6875,6796280,893420,7689616,16768.95544,1004073502,4214636,DCPS (Alternative),8,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Ballou STAY High School,1100030.0,1100030.0,9200100130100.0,110003000207.0,322.0,09-12,4.0,524,October Count Day,12970,1705,14675,7592,208,7800,5377,1498,6875,6796280,893420,7689616,16768.95544,1004073502,4214636,DCPS (Alternative),8,1,0,0,0,1,0,0
45,16,462,Ballou STAY,4,435,370,805.0,103,Ballou STAY HS,All,n < 10,,2021,42,DC,2018-2019,1,462,District of Columbia Public Schools,Ballou STAY High School,1100030.0,1100030.0,9200100130100.0,110003000207.0,322.0,09-12,4.0,524,October Count Day,12970,1705,14675,7592,208,7800,5377,1498,6875,6796280,893420,7689616,16768.95544,1004073502,4214636,DCPS (Alternative),8,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Ballou STAY High School,1100030.0,1100030.0,9200100130100.0,110003000207.0,322.0,09-12,4.0,524,October Count Day,12970,1705,14675,7592,208,7800,5377,1498,6875,6796280,893420,7689616,16768.95544,1004073502,4214636,DCPS (Alternative),8,1,0,0,0,1,0,0
46,16,462,Ballou STAY,25,401,376,777.5999755859375,106,Ballou STAY,All,17,0.1259259259259259,2019,42,DC,2018-2019,1,462,District of Columbia Public Schools,Ballou STAY High School,1100030.0,1100030.0,9200100130100.0,110003000207.0,322.0,09-12,4.0,524,October Count Day,12970,1705,14675,7592,208,7800,5377,1498,6875,6796280,893420,7689616,16768.95544,1004073502,4214636,DCPS (Alternative),8,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Ballou STAY High School,1100030.0,1100030.0,9200100130100.0,110003000207.0,322.0,09-12,4.0,524,October Count Day,12970,1705,14675,7592,208,7800,5377,1498,6875,6796280,893420,7689616,16768.95544,1004073502,4214636,DCPS (Alternative),8,1,0,0,0,1,0,0
47,16,462,Ballou STAY,25,401,376,777.5999755859375,103,Ballou STAY HS,All,n < 10,,2021,42,DC,2018-2019,1,462,District of Columbia Public Schools,Ballou STAY High School,1100030.0,1100030.0,9200100130100.0,110003000207.0,322.0,09-12,4.0,524,October Count Day,12970,1705,14675,7592,208,7800,5377,1498,6875,6796280,893420,7689616,16768.95544,1004073502,4214636,DCPS (Alternative),8,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Ballou STAY High School,1100030.0,1100030.0,9200100130100.0,110003000207.0,322.0,09-12,4.0,524,October Count Day,12970,1705,14675,7592,208,7800,5377,1498,6875,6796280,893420,7689616,16768.95544,1004073502,4214636,DCPS (Alternative),8,1,0,0,0,1,0,0
48,17,463,Woodrow Wilson HS,218,608,587,1196.0,115,Woodrow Wilson HS,All,417,0.8323353293413174,2019,152,DC,2018-2019,1,463,District of Columbia Public Schools,Woodrow Wilson High School,1100030.0,1100030.0,9200100130100.0,110003000133.0,1796.0,09-12,4.0,1796,October Count Day,14619,1900,16519,9241,402,9644,5377,1498,6875,26255724,3412400,29667606,18612.95544,1004073502,4214636,DCPS,3,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Woodrow Wilson High School,1100030.0,1100030.0,9200100130100.0,110003000133.0,1796.0,09-12,4.0,1796,October Count Day,14619,1900,16519,9241,402,9644,5377,1498,6875,26255724,3412400,29667606,18612.95544,1004073502,4214636,DCPS,3,1,0,0,0,1,0,0
49,17,463,Woodrow Wilson HS,218,608,587,1196.0,110,Woodrow Wilson HS,All,418,0.8874734607218684,2021,152,DC,2018-2019,1,463,District of Columbia Public Schools,Woodrow Wilson High School,1100030.0,1100030.0,9200100130100.0,110003000133.0,1796.0,09-12,4.0,1796,October Count Day,14619,1900,16519,9241,402,9644,5377,1498,6875,26255724,3412400,29667606,18612.95544,1004073502,4214636,DCPS,3,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Woodrow Wilson High School,1100030.0,1100030.0,9200100130100.0,110003000133.0,1796.0,09-12,4.0,1796,October Count Day,14619,1900,16519,9241,402,9644,5377,1498,6875,26255724,3412400,29667606,18612.95544,1004073502,4214636,DCPS,3,1,0,0,0,1,0,0
50,17,463,Woodrow Wilson HS,658,545,528,1074.939208984375,115,Woodrow Wilson HS,All,417,0.8323353293413174,2019,152,DC,2018-2019,1,463,District of Columbia Public Schools,Woodrow Wilson High School,1100030.0,1100030.0,9200100130100.0,110003000133.0,1796.0,09-12,4.0,1796,October Count Day,14619,1900,16519,9241,402,9644,5377,1498,6875,26255724,3412400,29667606,18612.95544,1004073502,4214636,DCPS,3,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Woodrow Wilson High School,1100030.0,1100030.0,9200100130100.0,110003000133.0,1796.0,09-12,4.0,1796,October Count Day,14619,1900,16519,9241,402,9644,5377,1498,6875,26255724,3412400,29667606,18612.95544,1004073502,4214636,DCPS,3,1,0,0,0,1,0,0
51,17,463,Woodrow Wilson HS,658,545,528,1074.939208984375,110,Woodrow Wilson HS,All,418,0.8874734607218684,2021,152,DC,2018-2019,1,463,District of Columbia Public Schools,Woodrow Wilson High School,1100030.0,1100030.0,9200100130100.0,110003000133.0,1796.0,09-12,4.0,1796,October Count Day,14619,1900,16519,9241,402,9644,5377,1498,6875,26255724,3412400,29667606,18612.95544,1004073502,4214636,DCPS,3,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Woodrow Wilson High School,1100030.0,1100030.0,9200100130100.0,110003000133.0,1796.0,09-12,4.0,1796,October Count Day,14619,1900,16519,9241,402,9644,5377,1498,6875,26255724,3412400,29667606,18612.95544,1004073502,4214636,DCPS,3,1,0,0,0,1,0,0
52,18,464,Woodson H.D. HS,14,397,385,782.0,128,"Woodson, H.D. HS",All,118,0.6555555555555556,2019,74,DC,2018-2019,1,464,District of Columbia Public Schools,H.D. Woodson High School,1100030.0,1100030.0,9200100130100.0,110003000055.0,455.0,09-12,4.0,455,October Count Day,23825,3401,27226,18447,1903,20351,5377,1498,6875,10840375,1547455,12387610,29319.95544,1004073502,4214636,DCPS,7,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,H.D. Woodson High School,1100030.0,1100030.0,9200100130100.0,110003000055.0,455.0,09-12,4.0,455,October Count Day,23825,3401,27226,18447,1903,20351,5377,1498,6875,10840375,1547455,12387610,29319.95544,1004073502,4214636,DCPS,7,1,0,0,0,1,0,0
53,18,464,Woodson H.D. HS,14,397,385,782.0,122,"Woodson, H.D. HS",All,75,0.7075471698113207,2021,74,DC,2018-2019,1,464,District of Columbia Public Schools,H.D. Woodson High School,1100030.0,1100030.0,9200100130100.0,110003000055.0,455.0,09-12,4.0,455,October Count Day,23825,3401,27226,18447,1903,20351,5377,1498,6875,10840375,1547455,12387610,29319.95544,1004073502,4214636,DCPS,7,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,H.D. Woodson High School,1100030.0,1100030.0,9200100130100.0,110003000055.0,455.0,09-12,4.0,455,October Count Day,23825,3401,27226,18447,1903,20351,5377,1498,6875,10840375,1547455,12387610,29319.95544,1004073502,4214636,DCPS,7,1,0,0,0,1,0,0
54,18,464,"Woodson, H.D. HS",230,403,380,783.95654296875,128,"Woodson, H.D. HS",All,118,0.6555555555555556,2019,74,DC,2018-2019,1,464,District of Columbia Public Schools,H.D. Woodson High School,1100030.0,1100030.0,9200100130100.0,110003000055.0,455.0,09-12,4.0,455,October Count Day,23825,3401,27226,18447,1903,20351,5377,1498,6875,10840375,1547455,12387610,29319.95544,1004073502,4214636,DCPS,7,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,H.D. Woodson High School,1100030.0,1100030.0,9200100130100.0,110003000055.0,455.0,09-12,4.0,455,October Count Day,23825,3401,27226,18447,1903,20351,5377,1498,6875,10840375,1547455,12387610,29319.95544,1004073502,4214636,DCPS,7,1,0,0,0,1,0,0
55,18,464,"Woodson, H.D. HS",230,403,380,783.95654296875,122,"Woodson, H.D. HS",All,75,0.7075471698113207,2021,74,DC,2018-2019,1,464,District of Columbia Public Schools,H.D. Woodson High School,1100030.0,1100030.0,9200100130100.0,110003000055.0,455.0,09-12,4.0,455,October Count Day,23825,3401,27226,18447,1903,20351,5377,1498,6875,10840375,1547455,12387610,29319.95544,1004073502,4214636,DCPS,7,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,H.D. Woodson High School,1100030.0,1100030.0,9200100130100.0,110003000055.0,455.0,09-12,4.0,455,October Count Day,23825,3401,27226,18447,1903,20351,5377,1498,6875,10840375,1547455,12387610,29319.95544,1004073502,4214636,DCPS,7,1,0,0,0,1,0,0
56,19,466,School Without Walls HS,157,663,637,1300.0,136,School Without Walls HS,All,146,0.9931972789115646,2019,128,DC,2018-2019,1,466,District of Columbia Public Schools,School Without Walls High School,1100030.0,1100030.0,9200100130100.0,110003000131.0,592.0,09-12,4.0,592,October Count Day,14493,2400,16893,9116,903,10018,5377,1498,6875,8579856,1420800,10000738,18986.95544,1004073502,4214636,DCPS,2,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,School Without Walls High School,1100030.0,1100030.0,9200100130100.0,110003000131.0,592.0,09-12,4.0,592,October Count Day,14493,2400,16893,9116,903,10018,5377,1498,6875,8579856,1420800,10000738,18986.95544,1004073502,4214636,DCPS,2,1,0,0,0,1,0,0
57,19,466,School Without Walls HS,157,663,637,1300.0,140,School Without Walls HS,All,142,0.953020134228188,2021,128,DC,2018-2019,1,466,District of Columbia Public Schools,School Without Walls High School,1100030.0,1100030.0,9200100130100.0,110003000131.0,592.0,09-12,4.0,592,October Count Day,14493,2400,16893,9116,903,10018,5377,1498,6875,8579856,1420800,10000738,18986.95544,1004073502,4214636,DCPS,2,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,School Without Walls High School,1100030.0,1100030.0,9200100130100.0,110003000131.0,592.0,09-12,4.0,592,October Count Day,14493,2400,16893,9116,903,10018,5377,1498,6875,8579856,1420800,10000738,18986.95544,1004073502,4214636,DCPS,2,1,0,0,0,1,0,0
58,19,466,School Without Walls HS,252,646,630,1277.261962890625,136,School Without Walls HS,All,146,0.9931972789115646,2019,128,DC,2018-2019,1,466,District of Columbia Public Schools,School Without Walls High School,1100030.0,1100030.0,9200100130100.0,110003000131.0,592.0,09-12,4.0,592,October Count Day,14493,2400,16893,9116,903,10018,5377,1498,6875,8579856,1420800,10000738,18986.95544,1004073502,4214636,DCPS,2,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,School Without Walls High School,1100030.0,1100030.0,9200100130100.0,110003000131.0,592.0,09-12,4.0,592,October Count Day,14493,2400,16893,9116,903,10018,5377,1498,6875,8579856,1420800,10000738,18986.95544,1004073502,4214636,DCPS,2,1,0,0,0,1,0,0
59,19,466,School Without Walls HS,252,646,630,1277.261962890625,140,School Without Walls HS,All,142,0.953020134228188,2021,128,DC,2018-2019,1,466,District of Columbia Public Schools,School Without Walls High School,1100030.0,1100030.0,9200100130100.0,110003000131.0,592.0,09-12,4.0,592,October Count Day,14493,2400,16893,9116,903,10018,5377,1498,6875,8579856,1420800,10000738,18986.95544,1004073502,4214636,DCPS,2,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,School Without Walls High School,1100030.0,1100030.0,9200100130100.0,110003000131.0,592.0,09-12,4.0,592,October Count Day,14493,2400,16893,9116,903,10018,5377,1498,6875,8579856,1420800,10000738,18986.95544,1004073502,4214636,DCPS,2,1,0,0,0,1,0,0
60,20,467,Dunbar HS,157,506,479,986.0,147,Dunbar HS,All,126,0.7590361445783133,2019,66,DC,2018-2019,1,467,District of Columbia Public Schools,Dunbar High School,1100030.0,1100030.0,9200100130100.0,110003000079.0,667.0,09-12,4.0,667,October Count Day,17420,2585,20005,12043,1087,13130,5377,1498,6875,11619140,1724195,13343448,22098.95544,1004073502,4214636,DCPS,5,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Dunbar High School,1100030.0,1100030.0,9200100130100.0,110003000079.0,667.0,09-12,4.0,667,October Count Day,17420,2585,20005,12043,1087,13130,5377,1498,6875,11619140,1724195,13343448,22098.95544,1004073502,4214636,DCPS,5,1,0,0,0,1,0,0
61,20,467,Dunbar HS,157,506,479,986.0,151,Dunbar HS,All,164,0.7454545454545455,2021,66,DC,2018-2019,1,467,District of Columbia Public Schools,Dunbar High School,1100030.0,1100030.0,9200100130100.0,110003000079.0,667.0,09-12,4.0,667,October Count Day,17420,2585,20005,12043,1087,13130,5377,1498,6875,11619140,1724195,13343448,22098.95544,1004073502,4214636,DCPS,5,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Dunbar High School,1100030.0,1100030.0,9200100130100.0,110003000079.0,667.0,09-12,4.0,667,October Count Day,17420,2585,20005,12043,1087,13130,5377,1498,6875,11619140,1724195,13343448,22098.95544,1004073502,4214636,DCPS,5,1,0,0,0,1,0,0
62,20,467,Dunbar HS,214,402,383,786.4953002929688,147,Dunbar HS,All,126,0.7590361445783133,2019,66,DC,2018-2019,1,467,District of Columbia Public Schools,Dunbar High School,1100030.0,1100030.0,9200100130100.0,110003000079.0,667.0,09-12,4.0,667,October Count Day,17420,2585,20005,12043,1087,13130,5377,1498,6875,11619140,1724195,13343448,22098.95544,1004073502,4214636,DCPS,5,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Dunbar High School,1100030.0,1100030.0,9200100130100.0,110003000079.0,667.0,09-12,4.0,667,October Count Day,17420,2585,20005,12043,1087,13130,5377,1498,6875,11619140,1724195,13343448,22098.95544,1004073502,4214636,DCPS,5,1,0,0,0,1,0,0
63,20,467,Dunbar HS,214,402,383,786.4953002929688,151,Dunbar HS,All,164,0.7454545454545455,2021,66,DC,2018-2019,1,467,District of Columbia Public Schools,Dunbar High School,1100030.0,1100030.0,9200100130100.0,110003000079.0,667.0,09-12,4.0,667,October Count Day,17420,2585,20005,12043,1087,13130,5377,1498,6875,11619140,1724195,13343448,22098.95544,1004073502,4214636,DCPS,5,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Dunbar High School,1100030.0,1100030.0,9200100130100.0,110003000079.0,667.0,09-12,4.0,667,October Count Day,17420,2585,20005,12043,1087,13130,5377,1498,6875,11619140,1724195,13343448,22098.95544,1004073502,4214636,DCPS,5,1,0,0,0,1,0,0
64,21,471,Duke Ellington School of the Arts,59,536,483,1020.0,156,Duke Ellington School of the Arts,All,111,0.9736842105263158,2019,65,DC,2018-2019,1,471,District of Columbia Public Schools,Duke Ellington School of the Arts,1100030.0,1100030.0,9200100130100.0,110003000016.0,545.0,09-12,4.0,545,October Count Day,14656,1520,16176,9278,23,9301,5377,1498,6875,7987520,828400,8815822,18269.95544,1004073502,4214636,DCPS,2,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Duke Ellington School of the Arts,1100030.0,1100030.0,9200100130100.0,110003000016.0,545.0,09-12,4.0,545,October Count Day,14656,1520,16176,9278,23,9301,5377,1498,6875,7987520,828400,8815822,18269.95544,1004073502,4214636,DCPS,2,1,0,0,0,1,0,0
65,21,471,Duke Ellington School of the Arts,59,536,483,1020.0,161,Duke Ellington School of the Arts,All,117,0.9915254237288136,2021,65,DC,2018-2019,1,471,District of Columbia Public Schools,Duke Ellington School of the Arts,1100030.0,1100030.0,9200100130100.0,110003000016.0,545.0,09-12,4.0,545,October Count Day,14656,1520,16176,9278,23,9301,5377,1498,6875,7987520,828400,8815822,18269.95544,1004073502,4214636,DCPS,2,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Duke Ellington School of the Arts,1100030.0,1100030.0,9200100130100.0,110003000016.0,545.0,09-12,4.0,545,October Count Day,14656,1520,16176,9278,23,9301,5377,1498,6875,7987520,828400,8815822,18269.95544,1004073502,4214636,DCPS,2,1,0,0,0,1,0,0
66,21,471,Duke Ellington School of the Arts,226,501,452,953.4071044921876,156,Duke Ellington School of the Arts,All,111,0.9736842105263158,2019,65,DC,2018-2019,1,471,District of Columbia Public Schools,Duke Ellington School of the Arts,1100030.0,1100030.0,9200100130100.0,110003000016.0,545.0,09-12,4.0,545,October Count Day,14656,1520,16176,9278,23,9301,5377,1498,6875,7987520,828400,8815822,18269.95544,1004073502,4214636,DCPS,2,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Duke Ellington School of the Arts,1100030.0,1100030.0,9200100130100.0,110003000016.0,545.0,09-12,4.0,545,October Count Day,14656,1520,16176,9278,23,9301,5377,1498,6875,7987520,828400,8815822,18269.95544,1004073502,4214636,DCPS,2,1,0,0,0,1,0,0
67,21,471,Duke Ellington School of the Arts,226,501,452,953.4071044921876,161,Duke Ellington School of the Arts,All,117,0.9915254237288136,2021,65,DC,2018-2019,1,471,District of Columbia Public Schools,Duke Ellington School of the Arts,1100030.0,1100030.0,9200100130100.0,110003000016.0,545.0,09-12,4.0,545,October Count Day,14656,1520,16176,9278,23,9301,5377,1498,6875,7987520,828400,8815822,18269.95544,1004073502,4214636,DCPS,2,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Duke Ellington School of the Arts,1100030.0,1100030.0,9200100130100.0,110003000016.0,545.0,09-12,4.0,545,October Count Day,14656,1520,16176,9278,23,9301,5377,1498,6875,7987520,828400,8815822,18269.95544,1004073502,4214636,DCPS,2,1,0,0,0,1,0,0
68,22,478,Phelps Architecture Construction and Engineering HS,15,448,426,874.0,175,"Phelps Architecture, Construction and Engineering HS",All,47,0.9591836734693876,2019,116,DC,2018-2019,1,478,District of Columbia Public Schools,"Phelps Architecture, Construction and Engineering High School",1100030.0,1100030.0,9200100130100.0,110003000407.0,265.0,09-12,4.0,265,October Count Day,22284,2544,24828,16907,1047,17953,5377,1498,6875,5905260,674160,6579475,26921.95544,1004073502,4214636,DCPS,5,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,"Phelps Architecture, Construction and Engineering High School",1100030.0,1100030.0,9200100130100.0,110003000407.0,265.0,09-12,4.0,265,October Count Day,22284,2544,24828,16907,1047,17953,5377,1498,6875,5905260,674160,6579475,26921.95544,1004073502,4214636,DCPS,5,1,0,0,0,1,0,0
69,22,478,Phelps Architecture Construction and Engineering HS,15,448,426,874.0,179,"Phelps Architecture, Construction and Engineering HS",All,44,0.9565217391304348,2021,116,DC,2018-2019,1,478,District of Columbia Public Schools,"Phelps Architecture, Construction and Engineering High School",1100030.0,1100030.0,9200100130100.0,110003000407.0,265.0,09-12,4.0,265,October Count Day,22284,2544,24828,16907,1047,17953,5377,1498,6875,5905260,674160,6579475,26921.95544,1004073502,4214636,DCPS,5,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,"Phelps Architecture, Construction and Engineering High School",1100030.0,1100030.0,9200100130100.0,110003000407.0,265.0,09-12,4.0,265,October Count Day,22284,2544,24828,16907,1047,17953,5377,1498,6875,5905260,674160,6579475,26921.95544,1004073502,4214636,DCPS,5,1,0,0,0,1,0,0
70,23,478,"Phelps Architecture, Construction and Engineering HS",113,436,414,850.35400390625,175,"Phelps Architecture, Construction and Engineering HS",All,47,0.9591836734693876,2019,116,DC,2018-2019,1,478,District of Columbia Public Schools,"Phelps Architecture, Construction and Engineering High School",1100030.0,1100030.0,9200100130100.0,110003000407.0,265.0,09-12,4.0,265,October Count Day,22284,2544,24828,16907,1047,17953,5377,1498,6875,5905260,674160,6579475,26921.95544,1004073502,4214636,DCPS,5,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,"Phelps Architecture, Construction and Engineering High School",1100030.0,1100030.0,9200100130100.0,110003000407.0,265.0,09-12,4.0,265,October Count Day,22284,2544,24828,16907,1047,17953,5377,1498,6875,5905260,674160,6579475,26921.95544,1004073502,4214636,DCPS,5,1,0,0,0,1,0,0
71,23,478,"Phelps Architecture, Construction and Engineering HS",113,436,414,850.35400390625,179,"Phelps Architecture, Construction and Engineering HS",All,44,0.9565217391304348,2021,116,DC,2018-2019,1,478,District of Columbia Public Schools,"Phelps Architecture, Construction and Engineering High School",1100030.0,1100030.0,9200100130100.0,110003000407.0,265.0,09-12,4.0,265,October Count Day,22284,2544,24828,16907,1047,17953,5377,1498,6875,5905260,674160,6579475,26921.95544,1004073502,4214636,DCPS,5,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,"Phelps Architecture, Construction and Engineering High School",1100030.0,1100030.0,9200100130100.0,110003000407.0,265.0,09-12,4.0,265,October Count Day,22284,2544,24828,16907,1047,17953,5377,1498,6875,5905260,674160,6579475,26921.95544,1004073502,4214636,DCPS,5,1,0,0,0,1,0,0
72,24,884,Luke C. Moore HS,5,364,342,706.0,184,Luke C. Moore HS,All,21,0.1448275862068965,2019,99,DC,2018-2019,1,884,District of Columbia Public Schools,Luke C. Moore High School,1100030.0,1100030.0,9200100130100.0,110003000198.0,288.0,09-12,4.0,288,October Count Day,17103,2506,19609,11726,1009,12734,5377,1498,6875,4925664,721728,5647418,21702.95544,1004073502,4214636,DCPS (Alternative),5,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Luke C. Moore High School,1100030.0,1100030.0,9200100130100.0,110003000198.0,288.0,09-12,4.0,288,October Count Day,17103,2506,19609,11726,1009,12734,5377,1498,6875,4925664,721728,5647418,21702.95544,1004073502,4214636,DCPS (Alternative),5,1,0,0,0,1,0,0
73,24,884,Luke C. Moore HS,5,364,342,706.0,199,Luke C. Moore HS,All,n < 10,,2021,99,DC,2018-2019,1,884,District of Columbia Public Schools,Luke C. Moore High School,1100030.0,1100030.0,9200100130100.0,110003000198.0,288.0,09-12,4.0,288,October Count Day,17103,2506,19609,11726,1009,12734,5377,1498,6875,4925664,721728,5647418,21702.95544,1004073502,4214636,DCPS (Alternative),5,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Luke C. Moore High School,1100030.0,1100030.0,9200100130100.0,110003000198.0,288.0,09-12,4.0,288,October Count Day,17103,2506,19609,11726,1009,12734,5377,1498,6875,4925664,721728,5647418,21702.95544,1004073502,4214636,DCPS (Alternative),5,1,0,0,0,1,0,0
74,24,884,Luke C. Moore HS,21,403,383,787.6190185546875,184,Luke C. Moore HS,All,21,0.1448275862068965,2019,99,DC,2018-2019,1,884,District of Columbia Public Schools,Luke C. Moore High School,1100030.0,1100030.0,9200100130100.0,110003000198.0,288.0,09-12,4.0,288,October Count Day,17103,2506,19609,11726,1009,12734,5377,1498,6875,4925664,721728,5647418,21702.95544,1004073502,4214636,DCPS (Alternative),5,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Luke C. Moore High School,1100030.0,1100030.0,9200100130100.0,110003000198.0,288.0,09-12,4.0,288,October Count Day,17103,2506,19609,11726,1009,12734,5377,1498,6875,4925664,721728,5647418,21702.95544,1004073502,4214636,DCPS (Alternative),5,1,0,0,0,1,0,0
